,Year,Category,Data Type,val
150850,1/1/2019,Food & Drinks,Sales- Monthly,64871
150852,1/1/2019,Food & Drinks,Sales- Monthly,58117
150859,1/1/2019,Pharmacy,Sales- Monthly,23625
150890,1/1/2019,General Merch,Sales- Monthly,59589
150894,1/1/2019,General Merch,Sales- Monthly,11098
150914,1/1/2019,Food & Drinks,Sales- Monthly,65756
150933,1/1/2019,Food & Drinks,Inventories- Monthly,51199
150935,1/1/2019,General Merch,Inventories- Monthly,82471
150936,1/1/2019,General Merch,Inventories- Monthly,23235
150951,1/1/2019,Food & Drinks,Inventories/Sales Ratio,0.79
150953,1/1/2019,General Merch,Inventories/Sales Ratio,1.38
150954,1/1/2019,General Merch,Inventories/Sales Ratio,2.09
151270,1/1/2019,Food & Drinks,Inventories - Monthly Percent Change,-0.3
151272,1/1/2019,General Merch,Inventories - Monthly Percent Change,0.6
151273,1/1/2019,General Merch,Inventories - Monthly Percent Change,0.1
151286,1/1/2019,Food & Drinks,Inventories - Monthly Percent Change,0.5
151288,1/1/2019,General Merch,Inventories - Monthly Percent Change,-0.3
151289,1/1/2019,General Merch,Inventories - Monthly Percent Change,-0.2
151312,1/1/2019,Food & Drinks,Sales - Monthly Percent Change,0.1
151313,1/1/2019,Food & Drinks,Sales - Monthly Percent Change,0.1
151316,1/1/2019,Pharmacy,Sales - Monthly Percent Change,1.2
151325,1/1/2019,General Merch,Sales - Monthly Percent Change,0.5
151326,1/1/2019,General Merch,Sales - Monthly Percent Change,-0.3
151334,1/1/2019,Food & Drinks,Sales - Monthly Percent Change,-0.2
151434,1/1/2019,Food & Drinks,Sales- Monthly,64915
151436,1/1/2019,Food & Drinks,Sales- Monthly,58172
151443,1/1/2019,Pharmacy,Sales- Monthly,23900
151474,1/1/2019,General Merch,Sales- Monthly,59869
151478,1/1/2019,General Merch,Sales- Monthly,11069
151498,1/1/2019,Food & Drinks,Sales- Monthly,65628
151517,1/1/2019,Food & Drinks,Inventories- Monthly,51465
151519,1/1/2019,General Merch,Inventories- Monthly,82254
151520,1/1/2019,General Merch,Inventories- Monthly,23192
151535,1/1/2019,Food & Drinks,Inventories/Sales Ratio,0.79
151537,1/1/2019,General Merch,Inventories/Sales Ratio,1.37
151538,1/1/2019,General Merch,Inventories/Sales Ratio,2.1
151883,1/1/2019,Food & Drinks,Sales- Monthly,65212
151885,1/1/2019,Food & Drinks,Sales- Monthly,58406
151892,1/1/2019,Pharmacy,Sales- Monthly,23400
151923,1/1/2019,General Merch,Sales- Monthly,59958
151927,1/1/2019,General Merch,Sales- Monthly,11044
151947,1/1/2019,Food & Drinks,Sales- Monthly,65147
151966,1/1/2019,Food & Drinks,Inventories- Monthly,51514
151968,1/1/2019,General Merch,Inventories- Monthly,81821
151969,1/1/2019,General Merch,Inventories- Monthly,22790
151984,1/1/2019,Food & Drinks,Inventories/Sales Ratio,0.79
151986,1/1/2019,General Merch,Inventories/Sales Ratio,1.36
151987,1/1/2019,General Merch,Inventories/Sales Ratio,2.06
152303,1/1/2019,Food & Drinks,Inventories - Monthly Percent Change,0.1
152305,1/1/2019,General Merch,Inventories - Monthly Percent Change,-0.5
152306,1/1/2019,General Merch,Inventories - Monthly Percent Change,-1.7
152329,1/1/2019,Food & Drinks,Sales - Monthly Percent Change,0.5
152330,1/1/2019,Food & Drinks,Sales - Monthly Percent Change,0.4
152333,1/1/2019,Pharmacy,Sales - Monthly Percent Change,-2.1
152342,1/1/2019,General Merch,Sales - Monthly Percent Change,0.1
152343,1/1/2019,General Merch,Sales - Monthly Percent Change,-0.2
152351,1/1/2019,Food & Drinks,Sales - Monthly Percent Change,-0.7
152432,1/1/2019,Food & Drinks,Sales - Monthly Percent Change,0.7
152433,1/1/2019,Food & Drinks,Sales - Monthly Percent Change,0.8
152436,1/1/2019,Pharmacy,Sales - Monthly Percent Change,-0.4
152445,1/1/2019,General Merch,Sales - Monthly Percent Change,0.5
152446,1/1/2019,General Merch,Sales - Monthly Percent Change,-0.7
152454,1/1/2019,Food & Drinks,Sales - Monthly Percent Change,1
152554,1/1/2019,Food & Drinks,Sales- Monthly,65676
152556,1/1/2019,Food & Drinks,Sales- Monthly,58877
152563,1/1/2019,Pharmacy,Sales- Monthly,23307
152594,1/1/2019,General Merch,Sales- Monthly,60259
152598,1/1/2019,General Merch,Sales- Monthly,10962
152618,1/1/2019,Food & Drinks,Sales- Monthly,65807
152637,1/1/2019,Food & Drinks,Inventories- Monthly,51471
152639,1/1/2019,General Merch,Inventories- Monthly,80747
152640,1/1/2019,General Merch,Inventories- Monthly,22075
152655,1/1/2019,Food & Drinks,Inventories/Sales Ratio,0.78
152657,1/1/2019,General Merch,Inventories/Sales Ratio,1.34
152658,1/1/2019,General Merch,Inventories/Sales Ratio,2.01
152974,1/1/2019,Food & Drinks,Inventories - Monthly Percent Change,-0.1
152976,1/1/2019,General Merch,Inventories - Monthly Percent Change,-1.3
152977,1/1/2019,General Merch,Inventories - Monthly Percent Change,-3.1
152990,1/1/2020,Food & Drinks,Inventories - Monthly Percent Change,1.1
152992,1/1/2020,General Merch,Inventories - Monthly Percent Change,0.5
152993,1/1/2020,General Merch,Inventories - Monthly Percent Change,0.6
153016,1/1/2020,Food & Drinks,Sales - Monthly Percent Change,-0.5
153017,1/1/2020,Food & Drinks,Sales - Monthly Percent Change,-0.6
153020,1/1/2020,Pharmacy,Sales - Monthly Percent Change,2.2
153029,1/1/2020,General Merch,Sales - Monthly Percent Change,0.6
153030,1/1/2020,General Merch,Sales - Monthly Percent Change,0.5
153038,1/1/2020,Food & Drinks,Sales - Monthly Percent Change,0.8
153138,1/1/2020,Food & Drinks,Sales- Monthly,65321
153140,1/1/2020,Food & Drinks,Sales- Monthly,58546
153147,1/1/2020,Pharmacy,Sales- Monthly,23821
153178,1/1/2020,General Merch,Sales- Monthly,60594
153182,1/1/2020,General Merch,Sales- Monthly,11014
153202,1/1/2020,Food & Drinks,Sales- Monthly,66344
153221,1/1/2020,Food & Drinks,Inventories- Monthly,52048
153223,1/1/2020,General Merch,Inventories- Monthly,81133
153224,1/1/2020,General Merch,Inventories- Monthly,22210
153239,1/1/2020,Food & Drinks,Inventories/Sales Ratio,0.8
153241,1/1/2020,General Merch,Inventories/Sales Ratio,1.34
153242,1/1/2020,General Merch,Inventories/Sales Ratio,2.02
153587,1/1/2020,Food & Drinks,Sales- Monthly,65326
153589,1/1/2020,Food & Drinks,Sales- Monthly,58441
153596,1/1/2020,Pharmacy,Sales- Monthly,23875
153627,1/1/2020,General Merch,Sales- Monthly,60699
153631,1/1/2020,General Merch,Sales- Monthly,10956
153651,1/1/2020,Food & Drinks,Sales- Monthly,66200
153670,1/1/2020,Food & Drinks,Inventories- Monthly,51668
153672,1/1/2020,General Merch,Inventories- Monthly,80822
153673,1/1/2020,General Merch,Inventories- Monthly,22048
153688,1/1/2020,Food & Drinks,Inventories/Sales Ratio,0.79
153690,1/1/2020,General Merch,Inventories/Sales Ratio,1.33
153691,1/1/2020,General Merch,Inventories/Sales Ratio,2.01
154007,1/1/2020,Food & Drinks,Inventories - Monthly Percent Change,-0.7
154009,1/1/2020,General Merch,Inventories - Monthly Percent Change,-0.4
154010,1/1/2020,General Merch,Inventories - Monthly Percent Change,-0.7
154033,1/1/2020,Food & Drinks,Sales - Monthly Percent Change,0
154034,1/1/2020,Food & Drinks,Sales - Monthly Percent Change,-0.2
154037,1/1/2020,Pharmacy,Sales - Monthly Percent Change,0.2
154046,1/1/2020,General Merch,Sales - Monthly Percent Change,0.2
154047,1/1/2020,General Merch,Sales - Monthly Percent Change,-0.5
154055,1/1/2020,Food & Drinks,Sales - Monthly Percent Change,-0.2
154135,1/1/2020,Food & Drinks,Sales - Monthly Percent Change,26.7
154136,1/1/2020,Food & Drinks,Sales - Monthly Percent Change,28.4
154139,1/1/2020,Pharmacy,Sales - Monthly Percent Change,12.2
154148,1/1/2020,General Merch,Sales - Monthly Percent Change,8.3
154149,1/1/2020,General Merch,Sales - Monthly Percent Change,-18.4
154157,1/1/2020,Food & Drinks,Sales - Monthly Percent Change,-30.3
154256,1/1/2020,Food & Drinks,Sales- Monthly,82743
154258,1/1/2020,Food & Drinks,Sales- Monthly,75026
154265,1/1/2020,Pharmacy,Sales- Monthly,26786
154296,1/1/2020,General Merch,Sales- Monthly,65710
154300,1/1/2020,General Merch,Sales- Monthly,8939
154320,1/1/2020,Food & Drinks,Sales- Monthly,46126
154339,1/1/2020,Food & Drinks,Inventories- Monthly,48576
154341,1/1/2020,General Merch,Inventories- Monthly,79383
154342,1/1/2020,General Merch,Inventories- Monthly,22074
154357,1/1/2020,Food & Drinks,Inventories/Sales Ratio,0.59
154359,1/1/2020,General Merch,Inventories/Sales Ratio,1.21
154360,1/1/2020,General Merch,Inventories/Sales Ratio,2.47
154676,1/1/2020,Food & Drinks,Inventories - Monthly Percent Change,-6
154678,1/1/2020,General Merch,Inventories - Monthly Percent Change,-1.8
154679,1/1/2020,General Merch,Inventories - Monthly Percent Change,0.1
154692,1/1/2020,Food & Drinks,Inventories - Monthly Percent Change,3.2
154694,1/1/2020,General Merch,Inventories - Monthly Percent Change,-3.4
154695,1/1/2020,General Merch,Inventories - Monthly Percent Change,-5.7
154718,1/1/2020,Food & Drinks,Sales - Monthly Percent Change,-12.9
154719,1/1/2020,Food & Drinks,Sales - Monthly Percent Change,-13.3
154722,1/1/2020,Pharmacy,Sales - Monthly Percent Change,-11
154731,1/1/2020,General Merch,Sales - Monthly Percent Change,-13.1
154732,1/1/2020,General Merch,Sales - Monthly Percent Change,-29.1
154740,1/1/2020,Food & Drinks,Sales - Monthly Percent Change,-35.1
154839,1/1/2020,Food & Drinks,Sales- Monthly,72048
154841,1/1/2020,Food & Drinks,Sales- Monthly,65033
154848,1/1/2020,Pharmacy,Sales- Monthly,23838
154879,1/1/2020,General Merch,Sales- Monthly,57089
154883,1/1/2020,General Merch,Sales- Monthly,6334
154903,1/1/2020,Food & Drinks,Sales- Monthly,29927
154922,1/1/2020,Food & Drinks,Inventories- Monthly,50130
154924,1/1/2020,General Merch,Inventories- Monthly,76657
154925,1/1/2020,General Merch,Inventories- Monthly,20805
154940,1/1/2020,Food & Drinks,Inventories/Sales Ratio,0.7
154942,1/1/2020,General Merch,Inventories/Sales Ratio,1.34
154943,1/1/2020,General Merch,Inventories/Sales Ratio,3.28
155288,1/1/2020,Food & Drinks,Sales- Monthly,73702
155290,1/1/2020,Food & Drinks,Sales- Monthly,65931
155297,1/1/2020,Pharmacy,Sales- Monthly,23648
155328,1/1/2020,General Merch,Sales- Monthly,61069
155332,1/1/2020,General Merch,Sales- Monthly,8915
155352,1/1/2020,Food & Drinks,Sales- Monthly,39664
155371,1/1/2020,Food & Drinks,Inventories- Monthly,50258
155373,1/1/2020,General Merch,Inventories- Monthly,74984
155374,1/1/2020,General Merch,Inventories- Monthly,20173
155389,1/1/2020,Food & Drinks,Inventories/Sales Ratio,0.68
155391,1/1/2020,General Merch,Inventories/Sales Ratio,1.23
155392,1/1/2020,General Merch,Inventories/Sales Ratio,2.26
155708,1/1/2020,Food & Drinks,Inventories - Monthly Percent Change,0.3
155710,1/1/2020,General Merch,Inventories - Monthly Percent Change,-2.2
155711,1/1/2020,General Merch,Inventories - Monthly Percent Change,-3
155734,1/1/2020,Food & Drinks,Sales - Monthly Percent Change,2.3
155735,1/1/2020,Food & Drinks,Sales - Monthly Percent Change,1.4
155738,1/1/2020,Pharmacy,Sales - Monthly Percent Change,-0.8
155747,1/1/2020,General Merch,Sales - Monthly Percent Change,7
155748,1/1/2020,General Merch,Sales - Monthly Percent Change,40.7
155756,1/1/2020,Food & Drinks,Sales - Monthly Percent Change,32.5
155836,1/1/2020,Food & Drinks,Sales - Monthly Percent Change,-1.6
155837,1/1/2020,Food & Drinks,Sales - Monthly Percent Change,-1.9
155840,1/1/2020,Pharmacy,Sales - Monthly Percent Change,5.5
155849,1/1/2020,General Merch,Sales - Monthly Percent Change,1.6
155850,1/1/2020,General Merch,Sales - Monthly Percent Change,9.4
155858,1/1/2020,Food & Drinks,Sales - Monthly Percent Change,27.2
155957,1/1/2020,Food & Drinks,Sales- Monthly,72511
155959,1/1/2020,Food & Drinks,Sales- Monthly,64685
155966,1/1/2020,Pharmacy,Sales- Monthly,24954
155997,1/1/2020,General Merch,Sales- Monthly,62024
156001,1/1/2020,General Merch,Sales- Monthly,9750
156021,1/1/2020,Food & Drinks,Sales- Monthly,50464
156040,1/1/2020,Food & Drinks,Inventories- Monthly,51035
156042,1/1/2020,General Merch,Inventories- Monthly,73842
156043,1/1/2020,General Merch,Inventories- Monthly,19007
156058,1/1/2020,Food & Drinks,Inventories/Sales Ratio,0.7
156060,1/1/2020,General Merch,Inventories/Sales Ratio,1.19
156061,1/1/2020,General Merch,Inventories/Sales Ratio,1.95
156377,1/1/2020,Food & Drinks,Inventories - Monthly Percent Change,1.5
156379,1/1/2020,General Merch,Inventories - Monthly Percent Change,-1.5
156380,1/1/2020,General Merch,Inventories - Monthly Percent Change,-5.8
156393,1/1/2020,Food & Drinks,Inventories - Monthly Percent Change,0.7
156395,1/1/2020,General Merch,Inventories - Monthly Percent Change,0.5
156396,1/1/2020,General Merch,Inventories - Monthly Percent Change,-1.4
156419,1/1/2020,Food & Drinks,Sales - Monthly Percent Change,0.3
156420,1/1/2020,Food & Drinks,Sales - Monthly Percent Change,0.4
156423,1/1/2020,Pharmacy,Sales - Monthly Percent Change,3
156432,1/1/2020,General Merch,Sales - Monthly Percent Change,-0.4
156433,1/1/2020,General Merch,Sales - Monthly Percent Change,-0.4
156441,1/1/2020,Food & Drinks,Sales - Monthly Percent Change,3.5
156540,1/1/2020,Food & Drinks,Sales- Monthly,72715
156542,1/1/2020,Food & Drinks,Sales- Monthly,64944
156549,1/1/2020,Pharmacy,Sales- Monthly,25691
156580,1/1/2020,General Merch,Sales- Monthly,61745
156584,1/1/2020,General Merch,Sales- Monthly,9714
156604,1/1/2020,Food & Drinks,Sales- Monthly,52214
156623,1/1/2020,Food & Drinks,Inventories- Monthly,51395
156625,1/1/2020,General Merch,Inventories- Monthly,74223
156626,1/1/2020,General Merch,Inventories- Monthly,18732
156641,1/1/2020,Food & Drinks,Inventories/Sales Ratio,0.71
156643,1/1/2020,General Merch,Inventories/Sales Ratio,1.2
156644,1/1/2020,General Merch,Inventories/Sales Ratio,1.93
156989,1/1/2020,Food & Drinks,Sales- Monthly,71763
156991,1/1/2020,Food & Drinks,Sales- Monthly,63861
156998,1/1/2020,Pharmacy,Sales- Monthly,25236
157029,1/1/2020,General Merch,Sales- Monthly,61180
157033,1/1/2020,General Merch,Sales- Monthly,9636
157053,1/1/2020,Food & Drinks,Sales- Monthly,54558
157072,1/1/2020,Food & Drinks,Inventories- Monthly,51967
157074,1/1/2020,General Merch,Inventories- Monthly,76272
157075,1/1/2020,General Merch,Inventories- Monthly,19224
157090,1/1/2020,Food & Drinks,Inventories/Sales Ratio,0.72
157092,1/1/2020,General Merch,Inventories/Sales Ratio,1.25
157093,1/1/2020,General Merch,Inventories/Sales Ratio,2
157409,1/1/2020,Food & Drinks,Inventories - Monthly Percent Change,1.1
157411,1/1/2020,General Merch,Inventories - Monthly Percent Change,2.8
157412,1/1/2020,General Merch,Inventories - Monthly Percent Change,2.6
157435,1/1/2020,Food & Drinks,Sales - Monthly Percent Change,-1.3
157436,1/1/2020,Food & Drinks,Sales - Monthly Percent Change,-1.7
157439,1/1/2020,Pharmacy,Sales - Monthly Percent Change,-1.8
157448,1/1/2020,General Merch,Sales - Monthly Percent Change,-0.9
157449,1/1/2020,General Merch,Sales - Monthly Percent Change,-0.8
157457,1/1/2020,Food & Drinks,Sales - Monthly Percent Change,4.5
157537,1/1/2020,Food & Drinks,Sales - Monthly Percent Change,0
157538,1/1/2020,Food & Drinks,Sales - Monthly Percent Change,-0.1
157541,1/1/2020,Pharmacy,Sales - Monthly Percent Change,3.3
157550,1/1/2020,General Merch,Sales - Monthly Percent Change,4
157551,1/1/2020,General Merch,Sales - Monthly Percent Change,9.7
157559,1/1/2020,Food & Drinks,Sales - Monthly Percent Change,2.3
157658,1/1/2020,Food & Drinks,Sales- Monthly,71771
157660,1/1/2020,Food & Drinks,Sales- Monthly,63823
157667,1/1/2020,Pharmacy,Sales- Monthly,26071
157698,1/1/2020,General Merch,Sales- Monthly,63602
157702,1/1/2020,General Merch,Sales- Monthly,10567
157722,1/1/2020,Food & Drinks,Sales- Monthly,55800
157741,1/1/2020,Food & Drinks,Inventories- Monthly,52413
157743,1/1/2020,General Merch,Inventories- Monthly,78280
157744,1/1/2020,General Merch,Inventories- Monthly,19447
157759,1/1/2020,Food & Drinks,Inventories/Sales Ratio,0.73
157761,1/1/2020,General Merch,Inventories/Sales Ratio,1.23
157762,1/1/2020,General Merch,Inventories/Sales Ratio,1.84
158078,1/1/2020,Food & Drinks,Inventories - Monthly Percent Change,0.9
158080,1/1/2020,General Merch,Inventories - Monthly Percent Change,2.6
158081,1/1/2020,General Merch,Inventories - Monthly Percent Change,1.2
158094,1/1/2020,Food & Drinks,Inventories - Monthly Percent Change,0.6
158096,1/1/2020,General Merch,Inventories - Monthly Percent Change,2.9
158097,1/1/2020,General Merch,Inventories - Monthly Percent Change,1.4
158120,1/1/2020,Food & Drinks,Sales - Monthly Percent Change,-0.7
158121,1/1/2020,Food & Drinks,Sales - Monthly Percent Change,-0.6
158124,1/1/2020,Pharmacy,Sales - Monthly Percent Change,-1.7
158132,1/1/2020,General Merch,Sales - Monthly Percent Change,-1.4
158133,1/1/2020,General Merch,Sales - Monthly Percent Change,-4.7
158141,1/1/2020,Food & Drinks,Sales - Monthly Percent Change,0.3
158237,1/1/2020,Food & Drinks,Sales- Monthly,71265
158239,1/1/2020,Food & Drinks,Sales- Monthly,63446
158246,1/1/2020,Pharmacy,Sales- Monthly,25615
158277,1/1/2020,General Merch,Sales- Monthly,62700
158281,1/1/2020,General Merch,Sales- Monthly,10073
158301,1/1/2020,Food & Drinks,Sales- Monthly,55992
158320,1/1/2020,Food & Drinks,Inventories- Monthly,52702
